,,Data ID,022_P2_A11_heart_18C36_PWD_lean_0.mzXML,098_P2_C01_heart_18C37_PWD_lean_0.mzXML,020_P2_A10_heart_18C41_PWD_lean_0.mzXML,106_P2_C05_heart_18C42_PWD_lean_0.mzXML,116_P2_C10_heart_NPC1_PWD_lean_0.mzXML,062_P2_B07_heart_NPC2_PWD_lean_0.mzXML,120_P2_C12_heart_NPC3_PWD_lean_0.mzXML,056_P2_B04_heart_RC59_PWD_lean_0.mzXML,264_P2_F12_heart_18F50_PWD_obese_0.mzXML,244_P2_F02_heart_18F52_PWD_obese_0.mzXML,292_P2_G02_heart_18F54_PWD_obese_0.mzXML,168_P2_D12_heart_18F57_PWD_obese_0.mzXML,154_P2_D05_heart_NPF1_PWD_obese_0.mzXML,200_P2_E04_heart_NPF2_PWD_obese_0.mzXML,210_P2_E09_heart_NPF4_PWD_obese_0.mzXML,150_P2_D03_heart_NPF5_PWD_obese_0.mzXML
,,Sample ID,18C36,18C37,18C41,18C42,NPC1,NPC2,NPC3,RC59,18F50,18F52,18F54,18F57,NPF1,NPF2,NPF4,NPF5
,,Phenotype,lean,lean,lean,lean,lean,lean,lean,lean,obese,obese,obese,obese,obese,obese,obese,obese
,,Group,PWD,PWD,PWD,PWD,PWD,PWD,PWD,PWD,PWD,PWD,PWD,PWD,PWD,PWD,PWD,PWD
,,Compartment,Hea,Hea,Hea,Hea,Hea,Hea,Hea,Hea,Hea,Hea,Hea,Hea,Hea,Hea,Hea,Hea
,,Handling,Whole,Whole,Whole,Whole,Whole,Whole,Whole,Whole,Whole,Whole,Whole,Whole,Whole,Whole,Whole,Whole
,,96wPL No.,P2,P2,P2,P2,P2,P2,P2,P2,P2,P2,P2,P2,P2,P2,P2,P2
,,Address,A11,C01,A10,C05,C10,B07,C12,B04,F12,F02,G02,D12,D05,E04,E09,D03
Lipid variable,Category,m/z,18C36,18C37,18C41,18C42,NPC1,NPC2,NPC3,RC59,18F50,18F52,18F54,18F57,NPF1,NPF2,NPF4,NPF5
PCXXX(41:4)_[M+OAC]1-,PC,910.6543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCXXX(41:5)_[M+Cl]1-,PC,884.5942,0,0,0,0.146,0,0,0,0,0,0,0.93,0,0,0,0.3,0
PCXXX(41:6)_[M+Cl]1-,PC,882.5785,0,0,0,0,0,0,0,0,0,0,0,2.145,0,0,0,0
PCXXX(41:7)_[M+Cl]1-,PC,880.5629,0,0,1.807,0,0,2.387,0,0,0,3.884,0,0,1.728,0,0,0
PCXXX(42:1)_[M+Cl]1-,PC,906.6724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCXXX(42:10)_[M+Cl]1-,PC,888.5316,0,0,0.248,0.176,0,0,0,0,0,0,0,0,0,0,0.139,0
PCXXX(42:2)_[M+Cl]1-,PC,904.6568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCXXX(42:2)_[M+OAC]1-,PC,928.7012,0,0,0,0,0,0,0,0,0,0,0,1.695,0,0,0.582,0
PCXXX(42:4)_[M+Cl]1-,PC,900.6255,0,0,0.537,0,0,0,0,0,0,0,0,0,0,0,0,0
PCXXX(42:5)_[M+Cl]1-,PC,898.6098,0,1.744,0,0.188,0,0,0,0,0,0,0,0,0,0,0,0
PCXXX(42:6)_[M+Cl]1-,PC,896.5942,0,0,0,0,0,0,0,0,0,0,0,2.427,0,0,0,0
PCXXX(42:6)_[M+OAC]1-,PC,920.6386,0,1.748,0.075,0,0,0,0,0,0,0,0,2.149,0,0,0,2.157
PCXXX(42:7)_[M+Cl]1-,PC,894.5785,0,0,0,0,0,0,0,0.734,0,2.221,0,2.591,0,0,0,0
PCXXX(43:2)_[M+OAC]1-,PC,942.7169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCXXX(43:4)_[M+OAC]1-,PC,938.6856,0,0,0,0,0,0,0,0,0,0,0.672,0,0,0,0,0
PCXXX(43:6)_[M+OAC]1-,PC,934.6543,0,0,0,0,0,0,0,0,0,1.912,0,0,0,0,0,0
PCXXX(44:0)_[M+Cl]1-,PC,936.7194,0,0,0,0,0,0,1.565,0,0,0,0,0,0,0,0,0
PCXXX(44:1)_[M+Cl]1-,PC,934.7037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCXXX(44:4)_[M+OAC]1-,PC,952.7012,0,0,0,0.192,0,0,0,0,0,0,0,0,0,0,17.094,0
PCXXX(44:7)_[M+Cl]1-,PC,922.6098,0,0,0,0,0,0,0,0,0,0,0,3.657,0,0,0,0
PCXXX(44:8)_[M+Cl]1-,PC,920.5942,0,1.809,0.863,0.135,0,0,0,0.131,0.004,1.577,0.663,5.762,0,0,0.133,1.177
PCXXX(48:1)_[M+OAC]1-,PC,1012.7951,0,0,0,0,0,0,0,0,0,0,0,0,0,2.568,0.132,0
PCXXX(50:0)_[M+OAC]1-,PC,1044.8577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCXXX(52:4)_[M+OAC]1-,PC,1064.8264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC-OX(29:0)_[M+OAC]1-,PC-O,736.5498,4.102,0,0,0,0,0.855,0,0,2.079,0,0,3.646,0,0,0,0
PC-OX(31:1)_[M+OAC]1-,PC-O,762.5654,0,0,0,0.457,0,0,0,0,0,0,0,0,0,0,0,0
PC-OX(33:1)_[M+OAC]1-,PC-O,790.5967,0,0,0,0,1.319,0,1.616,0,0,0,0,0,0,0,0,0
PC-OX(33:2)_[M+OAC]1-,PC-O,788.5811,0,1.393,0,0,0,1.76,1.599,0,0,0,0,0,0,2.879,0,0
PC-OX(33:3)_[M+OAC]1-,PC-O,786.5654,0,0,0,0.188,0,0,0,0,0,1.443,0,0,1.157,0,0.149,0
PC-OX(34:0)_[M+OAC]1-,PC-O,806.628,0,0,0,0,0,0,0,0,0,0,0,0,1.666,0,0.125,0
PC-OX(34:3)_[M+OAC]1-,PC-O,800.5811,0,0,1.111,0,0,0,1.785,0,1.166,0,0,0.728,0,0,0,0
PC-OX(34:4)_[M+OAC]1-,PC-O,798.5654,0,0,0.759,0.163,0,0,0,0,0,0,1.154,0,0,0,0,0
PC-OX(34:5)_[M+OAC]1-,PC-O,796.5498,86.974,140.265,60.246,15.029,66.872,226.259,92.757,81.758,61.99,148.656,39.827,148.875,215.6,111.758,6.714,156.81
PC-OX(35:2)_[M+OAC]1-,PC-O,816.6124,0,0,0,0.216,0,0,0,0,0,0,0,0,0,0,0,0
PC-OX(35:4)_[M+OAC]1-,PC-O,812.5811,0,0,0,0,1.012,1.095,0,0,0,0,0,0,0,0,0,0
PC-OX(36:1)_[M+OAC]1-,PC-O,832.6437,0,0,0,0.022,0,0,0,0,0,0,0,1.978,0,0,0,0
PC-OX(36:2)_[M+Cl]1-,PC-O,806.5836,0,1.914,0,0.589,0,0,1.985,0,0,0,0,3.845,2.668,0,0,0
PC-OX(36:2)_[M+OAC]1-,PC-O,830.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC-OX(36:4)_[M+OAC]1-,PC-O,826.5967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC-OX(36:5)_[M+OAC]1-,PC-O,824.5811,1.59,0,0,0,0,0,0.832,1.928,0,0,0,0,0,0,0,0
PC-OX(37:1)_[M+OAC]1-,PC-O,846.6593,0,0,0,0.194,0,0,2.01,0,0,0,0,0,0,0,0,0
PC-OX(37:2)_[M+Cl]1-,PC-O,820.5992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC-OX(37:4)_[M+OAC]1-,PC-O,840.6124,0,0,1.587,0,0,0,0,0,0,0,0,0,0,1.685,0,0
PC-OX(38:1)_[M+OAC]1-,PC-O,860.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC-OX(38:5)_[M+OAC]1-,PC-O,852.6124,0,0,0,0.158,0,0,0,0,1.709,0,0,0,0,0,0,1.645
PC-OX(39:0)_[M+Cl]1-,PC-O,852.6618,0,0,0,0,1.249,0,0,0,3.076,0.961,0.715,0,2,0,0,0
PC-OX(39:1)_[M+OAC]1-,PC-O,874.6906,0,0,0,0,0,0,0,0,0,1.709,0,0,0,0,0,0
PC-OX(40:3)_[M+Cl]1-,PC-O,860.6305,0,0,0,0.924,0,0,2.491,0,0,0,0,0,0,0,0,0
PC-OX(40:4)_[M+Cl]1-,PC-O,858.6149,0,0,0,0,0,0,0,0,0,0,0,1.914,0,0,0,0
PC-OX(40:5)_[M+Cl]1-,PC-O,856.5992,0,0,0,0,0,0,1.742,0,0,0,0,1.744,0,0,0.17,0.824
PC-OX(40:5)_[M+OAC]1-,PC-O,880.6437,0,1.422,1.161,0.191,1.677,0,0,0,0.079,1.166,1.109,0,0.907,0,0,0
PC-OX(40:7)_[M+OAC]1-,PC-O,876.6124,0,0,0,0.171,0,0,0,0,0,0,0,0,0,2.77,0.191,0
PC-OX(42:0)_[M+OAC]1-,PC-O,918.7532,0,0,0,0,0,0,0,0,1.065,0,0,0,0,0,2.383,0
PC-OX(42:4)_[M+Cl]1-,PC-O,886.6462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC-OX(42:5)_[M+Cl]1-,PC-O,884.6305,0,0,0,0,0,0,2.135,0,0,1.535,0,0,0,0,0,0
PC-OX(42:5)_[M+OAC]1-,PC-O,908.675,0,0,0,0,1.05,0,1.663,0,0,1.287,0,0,0,0,0,1.446
PC-OX(42:6)_[M+Cl]1-,PC-O,882.6149,0,0,0,0,0,0,0,0,0,1.134,0.832,0,0,0,0,0
PC-OX(44:5)_[M+OAC]1-,PC-O,936.7063,0,0,0,0,0,0,0,0,0,0,0,0,1.374,0,0,0
PEXXX(29:0)_[M-H]1-,PE,648.461,0,0,0,8.026,0,0,0,0,0,0,0,0,0,0,38.516,0
PEXXX(31:0)_[M-H]1-,PE,676.4923,0,0,0,5.187,0,0,0,0,1.553,0,0,0,0,0,29.662,0
PEXXX(32:1)_[M-H]1-,PE,688.4923,0,0,0,0,0,0,0,0,0,0,0.936,0,0,0,0,1.293
PEXXX(33:0)_[M-H]1-,PE,704.5236,14.163,3.599,0,0.345,1.449,3.329,17.259,0,1.226,3.549,0,2.176,7.012,0,2.801,6.949
PEXXX(33:4)_[M-H]1-,PE,696.461,0,0,1.202,0,0,0,0,0,0,2.683,0.448,0.985,0,2.967,0.745,0
PEXXX(34:0)_[M-H]1-,PE,718.5392,2.191,0.198,0,2.619,0,0,3.558,0,2.041,0.105,0.173,0.396,0.318,0.333,0.319,0.225
PEXXX(34:2)_[M-H]1-,PE,714.5079,0,0,1.09,0,0,0,4.036,0,0,0,0,2.799,0,0,1.244,0
PEXXX(36:1)_[M-H]1-,PE,744.5487,0,3.884,1.177,36.482,0,1.326,0,6.624,2.665,0,0,0,0,2.661,4.698,0
PEXXX(36:2)_[M-H]1-,PE,742.5392,4.319,155.69,91.16,28.62,252.687,160.962,63.508,168.55,162.294,285.476,287.8,87.01,272.483,323.569,17.178,247.083
PEXXX(36:4)_[M-H]1-,PE,738.5079,5.565,9.487,29.28,4.214,22.565,6.74,4.001,12.902,11.207,15.684,34.398,0,8.563,6.024,1.766,13.353
PEXXX(36:7)_[M-H]1-,PE,732.461,0,2.077,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0
PEXXX(38:4)_[M-H]1-,PE,766.5392,43.214,111.356,417.251,57.002,154.553,132.148,80.619,119.36,171.831,170.688,274.237,76.342,172.22,96.053,9.839,167.37
PEXXX(38:5)_[M-H]1-,PE,764.5236,22.118,68.412,95.305,7.257,70.928,70.376,39.824,76.852,70.662,54.878,142.05,13.588,55.085,23.451,2.25,58.446
PEXXX(39:2)_[M-H]1-,PE,784.5862,0.161,0,0,0,0,0,0,0,0,0,1.139,0,0,0,0,0
PEXXX(40:2)_[M-H]1-,PE,798.6018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEXXX(40:4)_[M-H]1-,PE,794.5705,1.404,0,0.633,8.908,0,1.139,0,0.036,1.282,0,0,0,0,0,0.502,0
PEXXX(40:6)_[M-H]1-,PE,790.5392,0,0,0,87.137,0,2.612,0,45.078,82.801,0,0,0,0,0,13.655,0
PEXXX(40:9)_[M-H]1-,PE,784.4923,4.436,0,1.152,0.44,0,2.771,0,0,0,0,0.886,0,0,0,0,0
PEXXX(43:2)_[M-H]1-,PE,840.6488,0,0,0,0,1.441,1.557,0,0,0.818,1.662,0,6.838,1.789,11.748,0,0
PEXXX(44:4)_[M-H]1-,PE,850.6331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE-OX(34:3)_[M-H]1-,PE-O,698.513,3.838,0,0,0.144,0,1.458,4.599,0,5.8,0.947,2.053,11.808,1.235,2.814,0.016,0
PE-OX(36:4)_[M-H]1-,PE-O,724.5287,0,0.006,1.03,0.289,0,0,0,0,1.686,0,0.389,3.007,0,0,0,2.405
PE-OX(38:2)_[M-H]1-,PE-O,756.5913,0.287,0,0,0.447,0,0,1.598,0,2.072,0,0,2.301,0,0,0,0
PE-OX(38:4)_[M-H]1-,PE-O,752.56,0,0,0,0.592,0,0,0,0,0,0,0,0,0,3.236,0,0
PE-OX(38:5)_[M-H]1-,PE-O,750.5443,0,0,2.253,15.51,0,0,0,1.384,2.938,0,0,0,0.969,0,0.142,0
PE-OX(40:3)_[M-H]1-,PE-O,782.6069,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,0
PE-OX(40:7)_[M-H]1-,PE-O,774.5443,3.723,0,0,31.59,0,0,1.874,7.741,17.816,0,0.129,0,0,0,0,0
PGXXX(36:1)_[M-H]1-,PG,775.548913,5.005,1.735,1.141,13.759,6.56,2.91,1.798,9.235,5.347,3.88,3.773,0,1.496,0,1.352,3.649
PGXXX(39:2)_[M-H]1-,PG,815.580213,5.137,0,1.008,0.16,2.578,0,0,0,0.029,0,0.152,0.022,0,0,0.115,1.95
PGXXX(43:4)_[M-H]1-,PG,867.611513,0,1.283,0,0,0,0,0,0.955,1.219,3.55,0.916,3.529,0,3.005,0.096,0
PGXXX(43:5)_[M-H]1-,PG,865.595863,1.759,2.593,0.796,0.109,0,0,0,0.672,2.84,0.816,0,2.089,0,0,0.208,0
PGXXX(44:9)_[M-H]1-,PG,871.548913,1.209,0,0.913,1.066,0.879,0.987,0,0,0,3.589,0,0.319,0.046,0,0.458,5.738
PGXXX(46:7)_[M-H]1-,PG,903.611513,0,0,0,0,3.149,0,2.206,0,0,1.973,0,0,0,0,0,0
PGXXX(48:7)_[M-H]1-,PG,931.642813,0,0,1.216,0,0,0,1.721,1.362,0,0,0,0,0,0,0,0
PGXXX(50:9)_[M-H]1-,PG,955.642813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG-OX(39:0)_[M-H]1-,PG-O,805.6328,0,0,0,0,0,0,1.683,0,0,0,0,2.568,0,0,0,0
PG-OX(40:2)_[M-H]1-,PG-O,815.6171,0,0,0,0.167,0,0,0,0,0,0,0,0,0,2.931,0.407,0
PG-OX(42:6)_[M-H]1-,PG-O,835.5858,2.394,0,4.754,0,0,0,4.935,0,1.586,2.142,0,0,0,0,0,3.345
PIXXX(32:1)_[M-H]1-,PI,807.502358,2.644,3.52,4.134,0.18,26.524,17.28,2.12,27.864,0,0,1.745,1.709,2.809,12.36,0.135,10.435
PIXXX(34:0)_[M-H]1-,PI,837.549308,7.127,2.719,3.336,0.824,0,1.027,0,0,0,1.487,0.759,0,0,2.443,0.333,0
PIXXX(35:0)_[M-H]1-,PI,851.564958,6.07,0,1.888,0.753,0,1.626,1.81,0,1.694,2.491,1.068,3.68,0,0,0.091,0
PIXXX(35:2)_[M-H]1-,PI,847.533658,0,0,0,0.216,0,1.707,0,0,0,0,0,3.675,0,2.236,0.158,0.01
PIXXX(36:1)_[M-H]1-,PI,863.564958,1.642,0,0,0.538,0,0,1.213,0,0,0,0,2.039,0,0,0.212,1.958
PIXXX(37:0)_[M-H]1-,PI,879.596258,3.762,0,1.717,0.004,0,0,0,0,0,1.627,0,0,0,2.054,0.181,3.826
PIXXX(37:4)_[M-H]1-,PI,871.533658,1.342,0,0.797,1.066,0,2.115,0.143,0,0.393,0,1.1,0,1.261,0,0.381,4.893
PIXXX(37:6)_[M-H]1-,PI,867.502358,3.556,0,1.106,0,0,0,1.67,0,0,0,0,0,0,0,0,1.982
PIXXX(38:5)_[M-H]1-,PI,883.533658,0,1.899,0,5.083,0,0,0,1.365,0,0,0,0,1.152,0,0.384,0
PIXXX(39:0)_[M-H]1-,PI,907.627558,0,0,0,0,0,0,0,1.213,0,0,0,2.407,0,0,0,1.41
PIXXX(39:2)_[M-H]1-,PI,903.596258,1.845,0,0,0.142,2.335,0,2.206,0,0,1.831,0,0,0,0,0.272,2.113
PIXXX(40:0)_[M-H]1-,PI,921.643208,0,0,0,0,0,0,0,0,0,0,0.409,4.016,0,0,0.598,0
PIXXX(43:4)_[M-H]1-,PI,955.627558,0,0,0,0.101,0,0,0,0,0,0,0,0,0,0,0,0
PIXXX(44:5)_[M-H]1-,PI,967.627558,1.955,1.635,1.195,0.035,0,0,0,0,0,0,1.474,0,1.638,0,0,0
PIXXX(46:3)_[M-H]1-,PI,999.690158,0,0,0,0,2.495,0,0,0,0,0,0,0,0.822,0,0.17,0
PI-OX(38:6)_[M-H]1-,PI-O,867.5393,0,2.745,0,0,0,0,6.657,0,0,0,0.503,0,0,0,0.142,0
PI-OX(40:2)_[M-H]1-,PI-O,903.6332,0,0,0,0,2.013,0,0,0,0,0,0,0,0,0,0.194,0
PI-OX(40:5)_[M-H]1-,PI-O,897.5862,0,2.133,0,0.16,0,0,3.302,0,0,0,0,2.405,1.641,0,0,0
PI-OX(41:0)_[M-H]1-,PI-O,921.6801,1.93,1.668,1.564,0,1.175,1.421,2.268,0,1.907,1.892,0,0,0,0,0.168,4.394
PI-OX(42:2)_[M-H]1-,PI-O,931.6645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMXXX(33:1)_[M+OAC]1-,SM,747.5658,7.742,0,2.566,6.798,1.291,1.284,1.276,1.11,0,0,0,0,0.799,0,9.474,0
SMXXX(34:1)_[M+OAC]1-,SM,761.5814,1.026,0,0,0,0,0.73,5.915,1.086,3.338,3.836,0.63,0,0,0,13.065,2.792
SMXXX(35:1)_[M+OAC]1-,SM,775.5971,0,1.344,0,3.957,0,0,2.377,0,1.019,0,0,9.787,0,3.648,3.916,4.952
SMXXX(36:1)_[M+OAC]1-,SM,789.6127,2.052,1.69,1.392,0.334,0,0.992,2.053,0,0,1.787,0,2.552,3.245,0,8.573,0
SMXXX(37:1)_[M+OAC]1-,SM,803.6284,0,0,0,0.521,0,0,1.503,0,0,0,0,3.003,0,0,5.838,0
SMXXX(38:1)_[M+OAC]1-,SM,817.644,0,0,0,0,0,0,3.099,0,7.906,0,1.157,10.61,0,0,0.176,0
SMXXX(38:2)_[M+OAC]1-,SM,815.6284,0,0,0,0.114,0,1.167,0,0,0,0,0,0,0,0,0.251,0
SMXXX(38:3)_[M+OAC]1-,SM,813.6127,0,1.656,1.071,0,1.561,0,3.337,0,0,0,0,0,0,2.899,0,0
SMXXX(39:1)_[M+OAC]1-,SM,831.6597,0,0,0,0.354,0,0,0,0,0,0,0,0,0,0,0.322,0
SMXXX(39:2)_[M+OAC]1-,SM,829.644,0,0,0,0,0,0,1.864,0,1.684,0,0,0,0,0,2.245,0
SMXXX(40:2)_[M+OAC]1-,SM,843.6597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMXXX(40:3)_[M+OAC]1-,SM,841.644,0,0,0,0,0,0,0,0,0,0,0,0,1.264,0,0.154,0
SMXXX(41:0)_[M+OAC]1-,SM,859.691,0,0,0,0.206,0,0,2.129,0,0,0,0,3.138,0,0,0.104,0
SMXXX(41:1)_[M+OAC]1-,SM,857.6753,0,0,0,0.414,0,0,1.209,0,0,2.523,0,0,0,0,1.087,0
SMXXX(42:0)_[M+OAC]1-,SM,875.7223,0,0,1.014,0,0,0,1.635,0,2.367,0,0.341,0,0,0,0.461,0
SMXXX(42:3)_[M+OAC]1-,SM,869.6753,0,0,0,0,0,0,0,0,0,0,1.461,0,0,0,0.135,0
