PCXXX(38:2)_[M+OAC]1- ,PC,872.6386,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(38:3)_[M+OAC]1- ,PC,870.623,0.000,0.000,0.000,0.000,0.000,0.000,1.082,0.000,,0.000,0.000,0.000,0.000,0.000,1.896,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(38:4)_[M+Cl]1-,PC,844.5629,0.000,0.000,0.000,0.000,0.000,1.834,0.000,0.000,,0.000,0.378,0.000,3.621,0.000,1.242,0.619,0.142,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(38:4)_[M+OAC]1- ,PC,868.6073,0.000,0.000,0.000,0.000,0.000,0.000,1.815,0.000,,0.000,0.571,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(38:5)_[M+Cl]1-,PC,842.5472,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,2.791,0.051,0.000,0.000,0.000,0.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(38:5)_[M+OAC]1- ,PC,866.5917,0.000,0.000,1.914,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.305,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(38:6)_[M+Cl]1-,PC,840.5316,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.961,0.000,0.000,0.000,0.000,2.486,2.083,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(38:6)_[M+OAC]1- ,PC,864.576,0.000,1.155,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.406,0.000,0.000,0.000,0.000,0.709,0.819,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(38:7)_[M+OAC]1- ,PC,862.5604,3.169,0.000,0.000,0.000,3.863,0.000,0.000,0.000,,0.711,3.952,0.000,0.000,2.341,0.882,3.076,6.940,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(38:9)_[M+OAC]1- ,PC,858.5291,4.129,22.319,10.767,6.625,3.891,1.389,4.519,3.572,,7.749,2.348,7.183,3.847,2.463,1.593,0.846,2.072,2.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(39:2)_[M+OAC]1- ,PC,886.6543,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(39:3)_[M+OAC]1- ,PC,884.6386,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(39:4)_[M+Cl]1-,PC,858.5785,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.059,0.000,0.000,0.000,0.000,0.000,0.018,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(39:4)_[M+OAC]1-,PC,882.623,0.000,0.000,2.161,0.960,0.000,0.000,0.000,0.000,,0.000,0.435,0.000,4.021,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(39:5)_[M+OAC]1- ,PC,880.6073,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,3.582,0.000,0.000,0.199,0.134,1.920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(39:6)_[M+OAC]1-,PC,878.5917,1.972,0.000,0.682,0.000,0.000,2.044,0.000,0.000,,0.529,0.000,0.000,0.000,0.376,0.000,13.721,2.030,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(39:7)_[M+OAC]1- ,PC,876.576,0.000,0.000,0.000,0.821,0.000,0.000,0.000,0.000,,0.378,0.000,0.000,0.000,0.000,0.000,0.239,0.022,1.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(40:0)_[M+Cl]1-,PC,880.6568,0.000,0.000,1.612,0.467,13.076,0.276,0.000,0.000,,0.768,0.000,1.061,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(40:1)_[M+Cl]1-,PC,878.6411,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.392,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(40:1)_[M+OAC]1- ,PC,902.6856,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.964,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(40:10)_[M+OAC]1-,PC,884.5447,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.682,2.410,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(40:2)_[M+Cl]1-,PC,876.6255,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.411,0.000,0.000,0.000,0.000,0.454,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(40:2)_[M+OAC]1- ,PC,900.6699,0.000,0.000,0.000,0.000,1.146,0.000,1.515,0.000,,0.663,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(40:3)_[M+Cl]1-,PC,874.6098,0.000,1.960,0.966,0.000,0.000,0.000,0.000,0.000,,0.595,0.000,0.000,3.250,0.000,0.000,0.000,0.177,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(40:4)_[M+Cl]1-,PC,872.5942,1.284,0.000,0.780,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.552,0.000,0.000,0.000,0.000,0.190,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(40:5)_[M+Cl]1-,PC,870.5785,0.000,0.000,0.000,0.000,0.000,0.000,1.310,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(40:6)_[M+Cl]1-,PC,868.5629,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,1.959,0.000,4.183,0.000,0.000,0.144,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(40:6)_[M+OAC]1- ,PC,892.6073,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,2.067,0.814,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(40:9)_[M+OAC]1- ,PC,886.5604,0.000,0.000,0.000,0.000,0.000,19.517,3.847,0.000,,0.000,22.995,0.000,0.000,0.000,0.639,33.248,45.458,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(41:0)_[M+Cl]1-,PC,894.6724,0.000,1.570,2.001,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.888,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(41:1)_[M+OAC]1-,PC,916.7012,0.000,1.995,2.611,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.312,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(41:2)_[M+OAC]1-,PC,914.6856,1.759,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.891,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(41:4)_[M+Cl]1-,PC,886.6098,2.465,0.000,1.459,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.831,0.000,0.000,0.506,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(41:4)_[M+OAC]1-,PC,910.6543,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(41:5)_[M+Cl]1-,PC,884.5942,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.160,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(41:6)_[M+Cl]1-,PC,882.5785,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.391,0.000,3.533,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(41:7)_[M+Cl]1-,PC,880.5629,2.508,0.000,0.000,0.000,0.000,0.000,3.786,0.000,,0.000,0.000,0.000,0.000,1.325,0.000,0.187,0.176,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(42:1)_[M+Cl]1-,PC,906.6724,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.345,0.000,0.000,0.000,0.031,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(42:10)_[M+Cl]1-,PC,888.5316,1.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.149,0.190,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(42:2)_[M+Cl]1-,PC,904.6568,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(42:2)_[M+OAC]1-,PC,928.7012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(42:4)_[M+Cl]1-,PC,900.6255,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(42:5)_[M+Cl]1-,PC,898.6098,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.872,,0.499,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(42:6)_[M+Cl]1-,PC,896.5942,0.000,0.000,0.000,0.459,0.000,0.000,0.000,0.000,,3.206,0.000,0.000,0.000,0.000,0.000,0.326,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(42:6)_[M+OAC]1-,PC,920.6386,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.251,0.000,0.000,0.000,0.926,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(42:7)_[M+Cl]1-,PC,894.5785,0.000,1.609,0.000,0.000,0.000,0.334,0.000,2.496,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(43:2)_[M+OAC]1-,PC,942.7169,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,2.973,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(43:4)_[M+OAC]1-,PC,938.6856,0.000,0.000,0.000,0.000,0.000,0.249,2.428,0.000,,0.000,0.000,0.000,0.000,0.000,0.653,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(43:6)_[M+OAC]1-,PC,934.6543,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(44:0)_[M+Cl]1-,PC,936.7194,0.000,0.000,0.000,0.000,1.235,0.000,0.000,1.009,,0.545,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(44:1)_[M+Cl]1-,PC,934.7037,0.000,0.000,0.000,0.831,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(44:4)_[M+OAC]1-,PC,952.7012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.416,0.000,2.622,0.000,0.000,0.101,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(44:7)_[M+Cl]1-,PC,922.6098,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(44:8)_[M+Cl]1-,PC,920.5942,2.730,0.000,1.479,0.000,0.000,0.311,0.356,1.546,,2.463,0.798,0.000,7.483,0.000,0.454,0.112,0.596,2.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(48:1)_[M+OAC]1-,PC,1012.7951,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.017,,0.000,0.700,0.781,0.000,0.000,0.000,0.245,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(50:0)_[M+OAC]1-,PC,1044.8577,2.534,0.000,0.000,0.000,1.017,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCXXX(52:4)_[M+OAC]1-,PC,1064.8264,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.146,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC-OX(29:0)_[M+OAC]1-,PC-O,736.5498,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.671,0.825,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC-OX(31:1)_[M+OAC]1-,PC-O,762.5654,0.000,0.000,0.000,2.536,0.000,0.000,0.000,0.000,,0.000,0.000,0.943,0.000,0.000,0.000,0.000,0.442,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC-OX(33:1)_[M+OAC]1-,PC-O,790.5967,0.000,1.590,0.000,0.938,0.000,0.000,0.000,0.000,,3.810,0.198,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC-OX(33:2)_[M+OAC]1-,PC-O,788.5811,2.072,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.818,0.000,2.233,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC-OX(33:3)_[M+OAC]1-,PC-O,786.5654,1.943,0.000,0.000,0.735,0.000,0.397,0.000,0.000,,0.000,0.789,0.000,0.000,1.167,0.000,0.146,0.421,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC-OX(34:0)_[M+OAC]1-,PC-O,806.628,2.538,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC-OX(34:3)_[M+OAC]1-,PC-O,800.5811,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.619,,0.000,0.000,0.000,0.000,0.000,0.000,0.076,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC-OX(34:4)_[M+OAC]1-,PC-O,798.5654,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.098,,0.000,0.000,0.000,0.000,3.055,0.000,0.131,0.000,0.758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC-OX(34:5)_[M+OAC]1-,PC-O,796.5498,193.625,232.166,160.904,64.180,110.337,51.660,163.606,146.152,,43.777,6.257,39.226,64.549,22.309,13.297,5.101,11.173,14.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC-OX(35:2)_[M+OAC]1-,PC-O,816.6124,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.479,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC-OX(35:4)_[M+OAC]1-,PC-O,812.5811,1.982,0.000,0.000,0.909,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,2.361,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC-OX(36:1)_[M+OAC]1-,PC-O,832.6437,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.088,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC-OX(36:2)_[M+Cl]1-,PC-O,806.5836,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.866,0.000,0.000,0.633,0.000,1.959,0.430,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC-OX(36:2)_[M+OAC]1-,PC-O,830.628,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.168,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC-OX(36:4)_[M+OAC]1-,PC-O,826.5967,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,1.408,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC-OX(36:5)_[M+OAC]1-,PC-O,824.5811,0.000,0.000,0.000,0.000,1.225,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.843,0.000,0.128,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC-OX(37:1)_[M+OAC]1-,PC-O,846.6593,0.000,2.313,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.157,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC-OX(37:2)_[M+Cl]1-,PC-O,820.5992,0.000,0.000,0.000,0.679,0.000,0.000,0.000,2.203,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC-OX(37:4)_[M+OAC]1-,PC-O,840.6124,0.000,0.000,0.000,0.000,0.000,0.000,2.125,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC-OX(38:1)_[M+OAC]1-,PC-O,860.675,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.443,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC-OX(38:5)_[M+OAC]1-,PC-O,852.6124,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,3.951,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
